string_id,source_zh,tokenized_zh,module_tag,module_confidence,max_len_target,len_tier,source_locale,placeholder_flags,status,is_empty_source,is_long_text,target_text
704,    这是一场惊天动地的战斗，鸣人和他的老朋友九喇嘛不得不展开殊死一战，然而最终鸣人失败了。带土的无限月读终于完成，所有人的记忆都被修正。而鸣人也忘记了一切，变回了那个几年前刚从忍者学校毕业的少年。再次与小樱佐助相遇，再次在卡卡西老师的带领之下组成了第七班，再次经历了波之国与再不斩和白惊险的一战。一切又如轮回一般再度重现，然而这不过是一场梦的开端……,    这是一场惊天动地的战斗，鸣人和他的老朋友九喇嘛不得不展开殊死一战，然而最终鸣人失败了。带土的无限月读终于完成，所有人的记忆都被修正。而鸣人也忘记了一切，变回了那个几年前刚从忍者学校毕业的少年。再次与小樱佐助相遇，再次在卡卡西老师的带领之下组成了第七班，再次经历了波之国与再不斩和白惊险的一战。一切又如轮回一般再度重现，然而这不过是一场梦的开端……,system_notice,0.8,381,L,zh-CN,count=0,ok,False,False,"    Это была грандиозная битва. Нарuto и его старый друг Девять хвостов вынуждены были вступить в смертельный поединок, но в итоге Нарuto потерпел поражение. Бесконечное Цукуёми Обито наконец завершилось, воспоминания всех были исправлены. Нарuto тоже забыл всё и вернулся в того юношу, что несколько лет назад окончил академию ниндзя. Вновь встретился с Сакурой и Саске, вновь под руководством учителя Какаши сформировал седьмой отряд, вновь пережил опасную битву с Заки и Белым в стране Волн. Всё повторилось, как в цикле перерождения, но это был лишь начало сна..."
705,    在第七班回到木叶村时，其他村子的忍者们都开始陆续聚集在此。中忍考试即将开始，卡卡西向火影推荐鸣人、佐助、樱三人参加中忍考试，三人对此自信满满。中忍考试正式开始。鸣人虽遇到自己最不擅长的笔试，但为了整个团队，鸣人在几乎是白卷的基础上也没有放弃第十题。最后，鸣人终于通过了考试。,    在第七班回到木叶村时，其他村子的忍者们都开始陆续聚集在此。中忍考试即将开始，卡卡西向火影推荐鸣人、佐助、樱三人参加中忍考试，三人对此自信满满。中忍考试正式开始。鸣人虽遇到自己最不擅长的笔试，但为了整个团队，鸣人在几乎是白卷的基础上也没有放弃第十题。最后，鸣人终于通过了考试。,ui_button,0.8,303,L,zh-CN,count=0,ok,False,False,"    Когда седьмой отряд вернулся в деревню Лист, ниндзя из других деревень начали постепенно собираться. Экзамен на чунина вот-вот начнётся. Какаши рекомендует Нарuto, Саске и Сакуру Хокаге для участия в экзамене на чунина, и трое полны уверенности. Экзамен на чунина официально начинается. Хотя Нарuto столкнулся с письменным тестом — своей слабой стороной, ради всей команды он не сдался даже на практически пустом листе и решил попытаться ответить на десятый вопрос. В конце концов, Нарuto успешно прошёл экзамен."
706,    中忍考试第二项测试——死亡森林。这场考核虽名义上是一场生存能力测试，而实际上则是一场不择手段的卷轴争夺战，只有团队共同集齐了天与地卷轴才能顺利通过这场测试。但在考试期间，有一位神秘人变身为鸣人混入第七班，虽然被佐助识破，可三人却并不是神秘人的对手。,    中忍考试第二项测试——死亡森林。这场考核虽名义上是一场生存能力测试，而实际上则是一场不择手段的卷轴争夺战，只有团队共同集齐了天与地卷轴才能顺利通过这场测试。但在考试期间，有一位神秘人变身为鸣人混入第七班，虽然被佐助识破，可三人却并不是神秘人的对手。,dialogue,0.95,276,L,zh-CN,count=0,llm_tagged,False,False,"    Второй этап экзамена на чунина — Лес Смерти. Хотя официально это тест на выживание, на самом деле это безжалостная борьба за свитки. Только команда, собравшая вместе свитки Неба и Земли, может пройти этот тест. Однако во время экзамена таинственный человек принимает облик Наруто и присоединяется к седьмому отряду. Хотя Саске разоблачает его, трое не могут противостоять этому таинственному врагу."
707,    鸣人与佐助接连对抗神秘人，佐助使用写轮眼操风车三之大刀控制住神秘人，配合火遁龙火之术却只烧掉了神秘人的外皮。神秘人自称为大蛇丸，诱导佐助声称能带给佐助力量，最后在佐助脖子上留下了一个咒印。之后，三人历经阻碍、在伙伴帮助下与磨难后，终于凑齐了卷轴。,    鸣人与佐助接连对抗神秘人，佐助使用写轮眼操风车三之大刀控制住神秘人，配合火遁龙火之术却只烧掉了神秘人的外皮。神秘人自称为大蛇丸，诱导佐助声称能带给佐助力量，最后在佐助脖子上留下了一个咒印。之后，三人历经阻碍、在伙伴帮助下与磨难后，终于凑齐了卷轴。,dialogue,0.95,273,L,zh-CN,count=0,llm_tagged,False,False,"    Наруто и Саске по очереди сражаются с таинственным человеком. Саске использует Шаринган, чтобы контролировать большой вентилятор Санномэ, и вместе с техникой огненного дракона почти сжигает врага. Таинственный человек представляется Орочимару и обещает дать Саске силу, оставляя на его шее проклятую печать. Позже, преодолев множество препятствий и получив помощь товарищей, трое наконец собирают необходимые свитки."
708,    抵达终点之塔后，伊鲁卡宣布三人顺利通过了第二场考试。由于通过考试的人数过多，火影在第三场测试前进行了一场预选赛。预选赛采取1V1的方式，胜者晋级。药师兜还未开始便选择弃权。佐助对阵赤胴铠中利用自己创造的体术招式击败了赤胴铠；樱对阵死对头井野，在中招心转之术时被鸣人唤醒，精疲力尽的两人使出最后一击，双方同时倒地导致平局。鸣人对阵牙和赤丸，即使被打得无还手之力也并不放弃，并使用反间计和多重影分身之术打败了赤丸和牙。,    抵达终点之塔后，伊鲁卡宣布三人顺利通过了第二场考试。由于通过考试的人数过多，火影在第三场测试前进行了一场预选赛。预选赛采取1V1的方式，胜者晋级。药师兜还未开始便选择弃权。佐助对阵赤胴铠中利用自己创造的体术招式击败了赤胴铠；樱对阵死对头井野，在中招心转之术时被鸣人唤醒，精疲力尽的两人使出最后一击，双方同时倒地导致平局。鸣人对阵牙和赤丸，即使被打得无还手之力也并不放弃，并使用反间计和多重影分身之术打败了赤丸和牙。,ui_button,0.8,454,L,zh-CN,count=0,ok,False,True,"    Достигнув башни финиша, Ирука объявляет, что трое успешно прошли второй этап. Из-за большого количества прошедших экзамен Хокаге проводит предварительный отбор перед третьим этапом. Предварительный отбор проводится в формате 1 на 1, победитель проходит дальше. Кабуто отказывается участвовать. Саске побеждает Акадо Йорои, используя собственный боевой приём. Сакура сражается с Ино, её давней соперницей; когда Ино использует технику передачи разума, Наруто пробуждает Сакуру, и обе падают одновременно, заканчивая вничью. Наруто сражается с Кибой и Акамару; несмотря на то, что его избивают, он не сдаётся, используя тактику отвлечения и множественные теневые клоны, чтобы победить их."
709,    为了备战后续的中忍考试，卡卡西为鸣人物色了一名实力强劲的大色狼惠比寿作为鸣人的老师。由于鸣人不满惠比寿，在自来也打晕因打扰自来也偷窥女浴室的惠比寿后，使用色诱之术让自来也带他修炼。自来也针对鸣人体内拥有强大查克拉的特质，为鸣人设定了专属的修炼方式并使用接近死亡的边缘方式激发鸣人而将其掌握通灵之术。鸣人召唤出蛤蟆老大文太并通过了文太的考验，文太给予鸣人极棒的评价。,    为了备战后续的中忍考试，卡卡西为鸣人物色了一名实力强劲的大色狼惠比寿作为鸣人的老师。由于鸣人不满惠比寿，在自来也打晕因打扰自来也偷窥女浴室的惠比寿后，使用色诱之术让自来也带他修炼。自来也针对鸣人体内拥有强大查克拉的特质，为鸣人设定了专属的修炼方式并使用接近死亡的边缘方式激发鸣人而将其掌握通灵之术。鸣人召唤出蛤蟆老大文太并通过了文太的考验，文太给予鸣人极棒的评价。,dialogue,0.95,400,L,zh-CN,count=0,llm_tagged,False,False,"    Чтобы подготовиться к предстоящему экзамену на чунина, Какаши находит для Наруто сильного учителя — развратного Эбису. Недовольный Наруто убеждает Джирайю помочь ему в тренировке после того, как тот был сбит с ног за подглядывание в женскую баню. Джирайя, заметив мощную чакру Наруто, разрабатывает специальный метод тренировки, используя экстремальные условия, чтобы помочь Наруто овладеть техникой призыва. Наруто призывает Гамабунта и проходит его испытание, получая высокую оценку."
710,    在佐助与来自风之国·砂隐村我爱罗的比赛战斗中，佐助使用自己新学会的忍术千鸟并把我爱罗的沙盾贯穿，而我爱罗因此受伤。此时，砂忍突然对木叶忍者发动了攻击，看台上的风影也顺势挟持了火影而大蛇丸手下的音忍也同时释放了四紫炎阵困住了火影。封印阵内，风影露出了真面目，竟然是叛逃木叶的大蛇丸。会场顿时大乱，而我爱罗在砂忍得掩护下撤退，佐助则一路追击我爱罗。,    在佐助与来自风之国·砂隐村我爱罗的比赛战斗中，佐助使用自己新学会的忍术千鸟并把我爱罗的沙盾贯穿，而我爱罗因此受伤。此时，砂忍突然对木叶忍者发动了攻击，看台上的风影也顺势挟持了火影而大蛇丸手下的音忍也同时释放了四紫炎阵困住了火影。封印阵内，风影露出了真面目，竟然是叛逃木叶的大蛇丸。会场顿时大乱，而我爱罗在砂忍得掩护下撤退，佐助则一路追击我爱罗。,skill_desc,0.8,379,L,zh-CN,count=0,ok,False,False,"    Во время боя Саске с Гаарой из Деревни Скрытого Песка Саске использует новую технику Чидори, пробивая песчаный щит Гаары и ранив его. В этот момент ниндзя из Песка внезапно атакуют ниндзя Листа. Казекаге на трибуне захватывает Хокаге, а ниндзя Звука Орочимару одновременно создают Четырёхугольный барьер пламени, ловушку для Хокаге. Внутри барьера Казекаге раскрывает свою истинную личность — это Орочимару, предатель Листа. Арена погружается в хаос, Гаара отступает под прикрытием своих ниндзя, а Саске преследует его."
711,    卡卡西告知小樱，这将是波之国以来的A级任务。鸣人，鹿丸、樱和名为帕克的小狗前去追踪佐助并阻止佐助的行动，但他们背后却有音忍在其跟踪。虽然大家听从引路的帕克建议，设置了陷阱阻拦追兵，但是音忍并没有中计。其后，鹿丸以自身为诱饵引开音忍。而鸣人和樱及时赶到，将被大蛇丸咒印缠身的佐助脱离危机。在鸣人的意志下，通灵出蛤蟆老大文太，文太和鸣人合体变身后鸣人一记头槌将我爱罗击败。,    卡卡西告知小樱，这将是波之国以来的A级任务。鸣人，鹿丸、樱和名为帕克的小狗前去追踪佐助并阻止佐助的行动，但他们背后却有音忍在其跟踪。虽然大家听从引路的帕克建议，设置了陷阱阻拦追兵，但是音忍并没有中计。其后，鹿丸以自身为诱饵引开音忍。而鸣人和樱及时赶到，将被大蛇丸咒印缠身的佐助脱离危机。在鸣人的意志下，通灵出蛤蟆老大文太，文太和鸣人合体变身后鸣人一记头槌将我爱罗击败。,dialogue,0.95,405,L,zh-CN,count=0,llm_tagged,False,False,"    Какаши сообщает Сакуре, что это будет миссия уровня А, первая со времён Волновой страны. Наруто, Шикамару, Сакура и щенок по имени Пак отправляются отследить Саске и остановить его, но их преследуют ниндзя Звука. Хотя команда следует совету Пака и устанавливает ловушки, ниндзя Звука не попадаются. Шикамару использует себя как приманку, чтобы отвлечь врагов. Наруто и Сакура вовремя прибывают, спасая Саске от проклятой печати Орочимару. По воле Наруто он призывает Гамабунта, и после слияния с ним Наруто наносит удар головой, побеждая Гаару."
712,    另一边，结界中的火影和大蛇丸进入了激烈的战斗状态。双方不相上下，但在大蛇丸使用秽土转生召唤了一二代目火影后，他们只能被大蛇丸操纵并双双联手向三代目火影攻击。三代目火影随即召唤猿魔对抗，但已力不从心。但在大蛇丸向三代火影展示出利用不死转生而成功侵占肉身的女忍者面孔后，三代火影只能使用当年四代火影封印九尾的忍术“尸鬼封尽”。由于在封印过程被大蛇丸刺伤，最终只封印了大蛇丸的双手。,    另一边，结界中的火影和大蛇丸进入了激烈的战斗状态。双方不相上下，但在大蛇丸使用秽土转生召唤了一二代目火影后，他们只能被大蛇丸操纵并双双联手向三代目火影攻击。三代目火影随即召唤猿魔对抗，但已力不从心。但在大蛇丸向三代火影展示出利用不死转生而成功侵占肉身的女忍者面孔后，三代火影只能使用当年四代火影封印九尾的忍术“尸鬼封尽”。由于在封印过程被大蛇丸刺伤，最终只封印了大蛇丸的双手。,system_notice,0.8,414,L,zh-CN,count=0,ok,False,False,"    Тем временем внутри барьера Хокаге и Орочимару вступают в ожесточённый бой. Силы равны, но когда Орочимару использует технику Реинкарнации Грязи и призывает первого и второго Хокаге, они попадают под его контроль и атакуют третьего Хокаге вместе. Третий Хокаге призывает Энма для противостояния, но его сил недостаточно. Когда Орочимару показывает лицо женщины-ниндзя, успешно захватившей тело через технику Бессмертного Воскрешения, третий Хокаге использует технику четвёртого Хокаге по запечатыванию Девятихвостого — «Печать Мёртвого Бога». Однако, получив ранение от Орочимару во время запечатывания, он может запечатать только руки Орочимару."
713,    为了完成晓组织的最高命令寻找第四代火影的遗产——漩涡鸣人，宇智波鼬带着鬼鲛重返木叶忍者村。阿斯玛和红被安排跟踪监视鼬与鬼鲛的行动，却不料被发现，被打得节节败退。卡卡西及时出现却也因陷入宇智波鼬的万花筒写轮眼而精神涣散，直到迈特凯的相助，鼬和鬼鲛选择撤退继续寻找鸣人。另一边，自来也带着鸣人单独修炼，而佐助得知鼬已出现并在寻找鸣人。然而，鼬比佐助先行找到鸣人并打算强行带走。佐助开启千鸟向鼬发起攻击，鸣人极力释放九尾查克拉但却被鬼鲛的鲛肌吸收。自来也及时出现，并用岩宿蛤蟆食道困住了鼬，但鼬最后使用天照逃脱。,    为了完成晓组织的最高命令寻找第四代火影的遗产——漩涡鸣人，宇智波鼬带着鬼鲛重返木叶忍者村。阿斯玛和红被安排跟踪监视鼬与鬼鲛的行动，却不料被发现，被打得节节败退。卡卡西及时出现却也因陷入宇智波鼬的万花筒写轮眼而精神涣散，直到迈特凯的相助，鼬和鬼鲛选择撤退继续寻找鸣人。另一边，自来也带着鸣人单独修炼，而佐助得知鼬已出现并在寻找鸣人。然而，鼬比佐助先行找到鸣人并打算强行带走。佐助开启千鸟向鼬发起攻击，鸣人极力释放九尾查克拉但却被鬼鲛的鲛肌吸收。自来也及时出现，并用岩宿蛤蟆食道困住了鼬，但鼬最后使用天照逃脱。,skill_desc,0.8,554,L,zh-CN,count=0,ok,False,True,"    Чтобы выполнить высший приказ организации Акацки — найти наследие четвёртого Хокаге, Наруто Узумаки, Итачи Учиха возвращается в Деревню Скрытого Листа с Хошигаки Кисаме. Асума и Куренай назначены следить за ними, но их обнаруживают и отступают. Какаши появляется вовремя, но попадает под влияние Мангекё Шаринган Итачи и теряет сознание, пока Майто Гай не помогает ему. Итачи и Кисаме отступают, чтобы продолжить поиск Наруто. Тем временем Джирайя тренирует Наруто отдельно, а Саске узнаёт, что Итачи появился и ищет Наруто. Однако Итачи находит Наруто первым и пытается забрать его силой. Саске атакует Итачи техникой Чидори, Наруто отчаянно высвобождает чакру Девятихвостого, но её поглощает Самохвалка Кисаме. Джирайя появляется вовремя и ловит Итачи в пищеводе Гамабунта, но Итачи использует Аматэрасу и убегает."
714,    在自来也与鸣人被高层派去将被指派为第五代目火影纲手带回木叶村后，大蛇丸寻找到纲手并想与之交易，而后自来也和鸣人在居酒屋找到了纲手。纲手拒绝成为火影并对自来也下药孤身前见大蛇丸。因最后纲手拒绝大蛇丸而触发了两人恶战。兜代替大蛇丸出战，并利用纲手怕血的弱点封锁纲手的行动。静音与鸣人赶往现场，鸣人为制止兜而不惜受伤，纲手为帮鸣人挡剑克服了对血的恐惧。自来也、纲手、大蛇丸三人之战正式爆发。,    在自来也与鸣人被高层派去将被指派为第五代目火影纲手带回木叶村后，大蛇丸寻找到纲手并想与之交易，而后自来也和鸣人在居酒屋找到了纲手。纲手拒绝成为火影并对自来也下药孤身前见大蛇丸。因最后纲手拒绝大蛇丸而触发了两人恶战。兜代替大蛇丸出战，并利用纲手怕血的弱点封锁纲手的行动。静音与鸣人赶往现场，鸣人为制止兜而不惜受伤，纲手为帮鸣人挡剑克服了对血的恐惧。自来也、纲手、大蛇丸三人之战正式爆发。,dialogue,0.95,422,L,zh-CN,count=0,llm_tagged,False,False,"    После того как Джирайя и Наруто получают приказ вернуть назначенную пятым Хокаге Цунаде в Деревню Листа, Орочимару находит её и предлагает сделку. Джирайя и Наруто находят Цунаде в пивной. Цунаде отказывается становиться Хокаге и подкармливает Джирайю, чтобы встретиться с Орочимару в одиночку. Когда Цунаде отказывает Орочимару, между ними вспыхивает ожесточённая битва. Кабуто сражается вместо Орочимару, используя боязнь Цунаде крови, чтобы парализовать её. Шизуне и Наруто спешат на место боя; Наруто получает ранения, пытаясь остановить Кабуто, а Цунаде преодолевает свой страх перед кровью, защищая Наруто. Начинается трёхсторонний бой между Джирайей, Цунаде и Орочимару."
715,    鸣人、佐助和樱为探索卡卡西面具下的素颜，决定请卡卡西吃拉面的时候等他揭开面罩，但被井野他们突然出现打断了三人的计划。他们无论集体跟踪还是单独跟踪卡卡西都以失败告终。曾被卡卡西因救助少女而用绳掉在树下的三个忍者想尽办法给卡卡西下药，但也都失败了。佐助建议邀请卡卡西吃日料，泡澡堂都无法揭露卡卡西的模样。最后鸣人、佐助和樱实在没有办法便偷走澡堂内的三个忍者服装，想要与之战斗，却被卡卡西一眼识破。三人直戳了当询问后 ，卡卡西揭开了面罩——面罩之下还是面罩。,    鸣人、佐助和樱为探索卡卡西面具下的素颜，决定请卡卡西吃拉面的时候等他揭开面罩，但被井野他们突然出现打断了三人的计划。他们无论集体跟踪还是单独跟踪卡卡西都以失败告终。曾被卡卡西因救助少女而用绳掉在树下的三个忍者想尽办法给卡卡西下药，但也都失败了。佐助建议邀请卡卡西吃日料，泡澡堂都无法揭露卡卡西的模样。最后鸣人、佐助和樱实在没有办法便偷走澡堂内的三个忍者服装，想要与之战斗，却被卡卡西一眼识破。三人直戳了当询问后 ，卡卡西揭开了面罩——面罩之下还是面罩。,system_notice,0.8,496,L,zh-CN,count=0,ok,False,True,"    Наруто, Саске и Сакура решают пригласить Какаши на рамэн и попытаться снять его маску, чтобы увидеть его лицо, но их план прерывается внезапным появлением Ино и её друзей. Они пытаются следить за Какаши как группой и поодиночке, но безуспешно. Три ниндзя, которых Какаши однажды подвесил на верёвке за спасение девушки, пытаются подсыпать ему яд, но также терпят неудачу. Саске предлагает пригласить Какаши на японскую кухню и в баню, но это тоже не помогает. В конце концов Наруто, Саске и Сакура крадут три костюма ниндзя из бани и пытаются вызвать Какаши на бой, но он сразу их узнаёт. После прямого вопроса Какаши снимает маску — под ней оказывается ещё одна маска."
716,    据第五代火影所收的委托中，鸣人、佐助和樱三人被分配了B级任务——前往茶之国保护重要人士。三人需帮助山葵一家赢得四年一次轰大社的祭拜仪式中的赛跑比赛，让次郎长老大重获小镇主权。在得知保护对象为刚对三人挑衅并搭讪小樱的飞毛腿森乃伊驮天时，鸣人非常气愤。赛跑比赛开始，伊驮天并未按原有的路线走，他另辟蹊径但被和芥一家聘请的忍者埋伏下并不顺利。三人为此战斗，而绿青葵的出现彻底破坏了伊驮天的计划。鸣人鼓励伊驮天振作起来并背着他跑上了神社，绿青葵依旧出现伊驮天面前挑衅并破坏考试路径，三人努力抵抗下，鸣人在最后关头一记螺旋丸打破了雷电之剑。伊驮天不负众望跑向终点赢得了比赛。,    据第五代火影所收的委托中，鸣人、佐助和樱三人被分配了B级任务——前往茶之国保护重要人士。三人需帮助山葵一家赢得四年一次轰大社的祭拜仪式中的赛跑比赛，让次郎长老大重获小镇主权。在得知保护对象为刚对三人挑衅并搭讪小樱的飞毛腿森乃伊驮天时，鸣人非常气愤。赛跑比赛开始，伊驮天并未按原有的路线走，他另辟蹊径但被和芥一家聘请的忍者埋伏下并不顺利。三人为此战斗，而绿青葵的出现彻底破坏了伊驮天的计划。鸣人鼓励伊驮天振作起来并背着他跑上了神社，绿青葵依旧出现伊驮天面前挑衅并破坏考试路径，三人努力抵抗下，鸣人在最后关头一记螺旋丸打破了雷电之剑。伊驮天不负众望跑向终点赢得了比赛。,ui_button,0.8,616,L,zh-CN,count=0,ok,False,True,"По заданиям, полученным пятым Хокаге, Наруто, Саске и Сакура были назначены на миссию B-ранга — отправиться в страну Чая для защиты важного лица. Трое должны помочь семье Васаби выиграть забег на фестивале Хомура, проводимом раз в четыре года, чтобы вернуть старейшине Дзиро главенство над городом. Узнав, что объект защиты — быстроногий Инотан, который недавно дразнил их и флиртовал с Сакурой, Наруто пришёл в ярость. Забег начался, но Инотан свернул с маршрута и попал в засаду ниндзя, нанятых семьей Кайе. Трое вступили в бой, но появление Мидори Аойба полностью разрушило план Инотана. Наруто ободрил Инотана и понёс его на святилище. Мидори Аойба снова появился перед Инотаном с вызовом и разрушил испытательный путь. Трое упорно сопротивлялись, и Наруто в последний момент спиралью Расенган разбил Меч Грома. Инотан достойно добежал до финиша и выиграл гонку."
717,    佐助因无法释怀在前屡次战斗中是鸣人释放力量解决了战斗，而自己却无法做到而心中愤恨提出与鸣人一战。鸣人应战，两人前往天台。在两人打的不相上下，而鸣人凝聚了螺旋丸，佐助开启飞鸟即将相互碰撞之时，卡卡西及时将两人抛开，争锋被迫停止。,    佐助因无法释怀在前屡次战斗中是鸣人释放力量解决了战斗，而自己却无法做到而心中愤恨提出与鸣人一战。鸣人应战，两人前往天台。在两人打的不相上下，而鸣人凝聚了螺旋丸，佐助开启飞鸟即将相互碰撞之时，卡卡西及时将两人抛开，争锋被迫停止。,ui_button,0.8,252,L,zh-CN,count=0,ok,False,False,"Саске не мог смириться с тем, что в предыдущих боях именно Наруто своей силой решал исход сражений, а сам он не мог этого сделать. Полный ненависти, Саске вызвал Наруто на поединок. Наруто принял вызов, и они отправились на крышу. Когда их силы были примерно равны, Наруто сконцентрировал Расенган, а Саске активировал Чидори, и в момент столкновения Какаши вовремя отбросил обоих, вынудив их остановить противостояние."
718,    佐助在看到鸣人用螺旋丸打出的巨大缺口后，佐助意识到鸣人已越来越强。佐助在陷入回忆中鼬言语的不断刺激下愈加憎恨自己力量不够，却被突然出现卡卡西绑在了树下，与佐助进行了谈话，他们有不同的不幸但是如今又有着相同的幸运。夜晚，音忍出现包围了佐助并控制了他，在咒印的影响和音忍言语的讽刺，佐助背上行囊前往大蛇丸之处离开木叶走上了决心复仇的路。,    佐助在看到鸣人用螺旋丸打出的巨大缺口后，佐助意识到鸣人已越来越强。佐助在陷入回忆中鼬言语的不断刺激下愈加憎恨自己力量不够，却被突然出现卡卡西绑在了树下，与佐助进行了谈话，他们有不同的不幸但是如今又有着相同的幸运。夜晚，音忍出现包围了佐助并控制了他，在咒印的影响和音忍言语的讽刺，佐助背上行囊前往大蛇丸之处离开木叶走上了决心复仇的路。,system_notice,0.8,367,L,zh-CN,count=0,ok,False,False,"Увидев огромный разлом, созданный Расенганом Наруто, Саске осознал, что Наруто становится всё сильнее. Погружённый в воспоминания и постоянно слышащий язвительные слова Итачи, Саске всё больше ненавидел свою слабость. Но вдруг появившийся Какаши привязал его к дереву и поговорил с ним — у них были разные несчастья, но теперь у них была одинаковая удача. Ночью звуковые ниндзя окружили Саске и взяли его под контроль. Под влиянием проклятия и язвительных слов звуковых ниндзя Саске собрал вещи и отправился к Орочимару, покидая Лист и вступив на путь мести."
719,    第五代火影纲手给鹿丸下达了第一个中忍任务——带回佐助。鹿丸召集鸣人、丁次、犬冢牙、宁次四人前往追回佐助。佐助为了使咒印的力量增强，吞下醒心丸，呈现假死状态。音忍们把佐助放进棺材，并下了封印，运往大蛇丸的处所。由于鸣人五人的意图提前被音忍察觉而被次郎坊的法术关在土壁的结界中。五人突破结界后，丁次留下对阵次郎坊。在追击到音忍过程中发现，鸣人和鹿丸被鬼同丸的忍术“蜘蛛束缚术”抓住。宁次与鬼同丸上演了拉锯战。,    第五代火影纲手给鹿丸下达了第一个中忍任务——带回佐助。鹿丸召集鸣人、丁次、犬冢牙、宁次四人前往追回佐助。佐助为了使咒印的力量增强，吞下醒心丸，呈现假死状态。音忍们把佐助放进棺材，并下了封印，运往大蛇丸的处所。由于鸣人五人的意图提前被音忍察觉而被次郎坊的法术关在土壁的结界中。五人突破结界后，丁次留下对阵次郎坊。在追击到音忍过程中发现，鸣人和鹿丸被鬼同丸的忍术“蜘蛛束缚术”抓住。宁次与鬼同丸上演了拉锯战。,ui_button,0.8,444,L,zh-CN,count=0,ok,False,True,"Пятый Хокаге Цунаде дал Шикамару первое задание чунина — вернуть Саске. Шикамару собрал Наруто, Чодзи, Кибу и Нэджи, чтобы преследовать Саске. Саске проглотил таблетку Сёсинмару, чтобы усилить силу проклятия, и впал в состояние мнимой смерти. Звуковые ниндзя поместили Саске в гроб и наложили печать, отправляя его к Орочимару. Поскольку намерения пятерых были обнаружены звуковыми ниндзя заранее, они были заключены в земляной барьер Дзиробо. После прорыва барьера Чодзи остался сражаться с Дзиробо. Во время преследования звуковых ниндзя Наруто и Шикамару были захвачены техникой ниндзюцу Кидомару «Паутинные оковы». Нэджи вступил в затяжной бой с Кидомару."
720,    大战结束后，五人设法夺回了佐助，却被左近和多由也紧随其后。牙、赤丸左近因陷阱跌入谷底，鹿丸被多由也困住，鸣人与君麻吕陷入苦战之中，李的帮助并未出现转机，牙则深受重伤带着赤丸逃走了，而佐助醒来即将离开。李把酒当药误拿后，醉拳对抗君麻吕、鸣人则前往追已跑掉的佐助。就在三人陷入危险之际时，木叶同盟国——砂之忍者出现了。三人以力挽狂澜之式解决了对手。,    大战结束后，五人设法夺回了佐助，却被左近和多由也紧随其后。牙、赤丸左近因陷阱跌入谷底，鹿丸被多由也困住，鸣人与君麻吕陷入苦战之中，李的帮助并未出现转机，牙则深受重伤带着赤丸逃走了，而佐助醒来即将离开。李把酒当药误拿后，醉拳对抗君麻吕、鸣人则前往追已跑掉的佐助。就在三人陷入危险之际时，木叶同盟国——砂之忍者出现了。三人以力挽狂澜之式解决了对手。,system_notice,0.8,379,L,zh-CN,count=0,ok,False,False,"После великой битвы пятеро сумели вернуть Саске, но его преследовали Сакон и Тайюя. Киба и Акамару упали в ущелье из-за ловушки Сакона, Шикамару был заперт Тайюей, Наруто оказался в тяжёлом бою с Кимимаро, помощь Ли не принесла перелома, Киба, тяжело раненный, бежал с Акамару, а проснувшийся Саске собирался уходить. Ли ошибочно взял вместо лекарства спирт и, опьянев, сражался с Кимимаро, а Наруто бросился в погоню за убежавшим Саске. Когда трое оказались в опасности, появились ниндзя из союзного Листу государства — из Песка. Трое разворотили ситуацию и разгромили противников."
721,    鸣人追逐佐助到终结之谷，两人相对。鸣人无法接受佐助的冷漠态度，冲向佐助。两人在终结谷展开生死之战。鸣人的螺旋丸与佐助的飞鸟终于相击，鸣人终于相信佐助是真的想杀死自己，鸣人封印的九尾被启动，两佐助启动了大蛇丸的咒印。两人激战许久，最后鸣人败，佐助离开。,    鸣人追逐佐助到终结之谷，两人相对。鸣人无法接受佐助的冷漠态度，冲向佐助。两人在终结谷展开生死之战。鸣人的螺旋丸与佐助的飞鸟终于相击，鸣人终于相信佐助是真的想杀死自己，鸣人封印的九尾被启动，两佐助启动了大蛇丸的咒印。两人激战许久，最后鸣人败，佐助离开。,dialogue,0.95,278,L,zh-CN,count=0,llm_tagged,False,False,"Наруто преследовал Саске до Долины Конца, и они встали лицом к лицу. Наруто не мог принять холодное отношение Саске и бросился на него. Двое развернули смертельный бой в Долине Конца. Расенган Наруто и Чидори Саске наконец столкнулись. Наруто наконец поверил, что Саске действительно хочет его убить, и запечатанный в нём Девятихвостый был активирован. Саске активировал проклятие Орочимару. После долгого ожесточённого боя Наруто потерпел поражение, и Саске уехал."
